PAPEL,Ano,P/L,P/RECEITA (PSR),P/VP,DIVIDEND YIELD (DY),PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,Rentab_1M,Rentab_3M,Rentab_1A,Rentab_2A,Rentab_5A,Rentab_10A
ENEV,2020,24.42,7.59,3.10,"0,00%","0,00%","31,07%","46,20%","34,44%","49,31%",18.93,27.10,15.39,22.03,1.52,13.20,-1.85,20.02,2.54,0.20,"12,71%","6,19%","6,21%",3.54,5.07,0.89,0.49,0.51,2.75,"16,38%","48,99%",R$ 22.439.317.000,R$ 37.754.712.000,R$ 19.495.012.000,1.584.697.000,R$ 53.385.056.000,R$ 8.955.822.000,R$ 19.171.192.000,R$ 15.315.395.000,R$ 3.855.797.000,Novo Mercado,"99,68%","100,00%",R$ 71.192.000,Utilidade Pública,Energia Elétrica,"3,43%","-0,77%","2,53%","10,97%","15,59%","109,78%"
EGIE,Atual,10.73,2.71,2.62,"5,91%","39,31%","25,27%","50,13%","53,16%","63,36%",7.12,8.48,4.28,5.10,0.61,12.39,-0.73,15.09,3.69,0.22,"24,44%","13,97%","5,89%",2.84,3.39,2.20,0.23,0.75,1.42,"-0,58%","2,35%",R$ 32.343.375.000,R$ 53.775.915.000,R$ 12.309.470.000,815.927.000,R$ 53.308.650.000,R$ 8.824.865.000,R$ 27.092.953.000,R$ 21.432.540.000,R$ 5.660.413.000,Novo Mercado,"31,28%","100,00%",R$ 30.916.000,Utilidade Pública,Energia Elétrica,"-4,96%","-3,27%","-10,38%","3,34%","24,49%","177,59%"
EGIE,2024,6.77,2.58,2.57,"7,52%","26,63%","38,15%","54,43%","68,48%","78,03%",5.56,6.33,3.31,3.77,0.58,-388.09,-0.67,13.81,5.24,0.22,"37,98%","17,98%","8,59%",2.25,2.56,2.10,0.22,0.75,0.99,"2,73%","13,24%",R$ 32.343.375.000,R$ 53.775.915.000,R$ 12.309.470.000,815.927.000,R$ 53.308.650.000,R$ 8.824.865.000,R$ 27.092.953.000,R$ 21.432.540.000,R$ 5.660.413.000,Novo Mercado,"31,28%","100,00%",R$ 30.916.000,Utilidade Pública,Energia Elétrica,"-4,96%","-3,27%","-10,38%","3,34%","24,49%","177,59%"
EGIE,2023,10.78,3.44,4.17,"6,40%","70,63%","31,91%","54,96%","59,18%","67,78%",7.12,8.15,5.08,5.82,0.88,13.21,-1.11,10.86,4.20,0.25,"38,70%","18,61%","8,12%",2.04,2.33,2.27,0.21,0.77,1.46,"4,09%","8,17%",R$ 32.343.375.000,R$ 53.775.915.000,R$ 12.309.470.000,815.927.000,R$ 53.308.650.000,R$ 8.824.865.000,R$ 27.092.953.000,R$ 21.432.540.000,R$ 5.660.413.000,Novo Mercado,"31,28%","100,00%",R$ 30.916.000,Utilidade Pública,Energia Elétrica,"-4,96%","-3,27%","-10,38%","3,34%","24,49%","177,59%"
EGIE,2022,11.61,2.60,3.66,"7,89%","86,33%","22,37%","46,94%","48,72%","57,03%",6.78,7.94,4.55,5.33,0.81,20.77,-1.00,10.34,3.26,0.31,"31,57%","20,08%","6,98%",2.23,2.61,2.06,0.22,0.78,1.25,"11,18%","5,86%",R$ 32.343.375.000,R$ 53.775.915.000,R$ 12.309.470.000,815.927.000,R$ 53.308.650.000,R$ 8.824.865.000,R$ 27.092.953.000,R$ 21.432.540.000,R$ 5.660.413.000,Novo Mercado,"31,28%","100,00%",R$ 30.916.000,Utilidade Pública,Energia Elétrica,"-4,96%","-3,27%","-10,38%","3,34%","24,49%","177,59%"
EGIE,2021,20.04,2.50,3.95,"4,66%","179,46%","12,47%","47,14%","39,06%","47,37%",7.80,9.46,5.28,6.40,0.82,11.43,-1.06,9.72,1.92,0.33,"19,72%","16,55%","4,11%",2.52,3.06,2.54,0.21,0.79,1.47,"14,25%","0,22%",R$ 32.343.375.000,R$ 53.775.915.000,R$ 12.309.470.000,815.927.000,R$ 53.308.650.000,R$ 8.824.865.000,R$ 27.092.953.000,R$ 21.432.540.000,R$ 5.660.413.000,Novo Mercado,"31,28%","100,00%",R$ 30.916.000,Utilidade Pública,Energia Elétrica,"-4,96%","-3,27%","-10,38%","3,34%","24,49%","177,59%"
EGIE,2020,12.82,2.92,4.63,"3,92%","44,60%","22,82%","44,57%","45,43%","52,90%",7.41,8.63,5.53,6.44,1.02,15.24,-1.31,9.49,3.43,0.35,"36,14%","19,10%","7,95%",1.89,2.19,2.17,0.22,0.78,1.44,"13,49%","13,25%",R$ 32.343.375.000,R$ 53.775.915.000,R$ 12.309.470.000,815.927.000,R$ 53.308.650.000,R$ 8.824.865.000,R$ 27.092.953.000,R$ 21.432.540.000,R$ 5.660.413.000,Novo Mercado,"31,28%","100,00%",R$ 30.916.000,Utilidade Pública,Energia Elétrica,"-4,96%","-3,27%","-10,38%","3,34%","24,49%","177,59%"
EQTL,Atual,12.29,0.91,1.60,"2,20%","26,96%","7,38%","27,54%","20,36%","26,04%",7.03,8.99,3.49,4.46,0.38,9.15,-0.49,22.43,2.93,0.42,"13,05%","11,90%","3,85%",3.55,4.54,1.97,0.24,0.72,1.24,"22,57%","5,42%",R$ 43.720.077.000,R$ 89.423.877.000,R$ 27.995.081.000,1.248.075.000,R$ 116.701.444.000,R$ 25.128.826.000,R$ 55.111.977.000,R$ 45.703.800.000,R$ 9.408.177.000,Novo Mercado,"100,00%","100,00%",R$ 176.814.000,Utilidade Pública,Energia Elétrica,"2,37%","-3,47%","0,74%","13,84%","64,46%","526,67%"
EQTL,2024,12.16,0.75,1.31,"1,64%","19,97%","6,20%","28,78%","19,04%","24,80%",6.84,8.91,3.04,3.96,0.29,3.83,-0.39,20.92,2.25,0.39,"10,77%","10,38%","3,24%",3.80,4.95,2.14,0.22,0.74,1.46,"19,27%","6,77%",R$ 43.720.077.000,R$ 89.423.877.000,R$ 27.995.081.000,1.248.075.000,R$ 116.701.444.000,R$ 25.128.826.000,R$ 55.111.977.000,R$ 45.703.800.000,R$ 9.408.177.000,Novo Mercado,"100,00%","100,00%",R$ 176.814.000,Utilidade Pública,Energia Elétrica,"2,37%","-3,47%","0,74%","13,84%","64,46%","526,67%"
EQTL,2023,21.48,1.09,2.11,"0,98%","21,05%","5,06%","29,63%","18,66%","23,91%",8.04,10.30,4.55,5.83,0.43,4.55,-0.59,16.90,1.66,0.40,"9,84%","11,09%","2,78%",3.49,4.47,2.20,0.20,0.76,1.54,"29,59%","19,40%",R$ 43.720.077.000,R$ 89.423.877.000,R$ 27.995.081.000,1.248.075.000,R$ 116.701.444.000,R$ 25.128.826.000,R$ 55.111.977.000,R$ 45.703.800.000,R$ 9.408.177.000,Novo Mercado,"100,00%","100,00%",R$ 176.814.000,Utilidade Pública,Energia Elétrica,"2,37%","-3,47%","0,74%","13,84%","64,46%","526,67%"
EQTL,2022,24.54,1.24,2.03,"2,37%","58,14%","5,06%","31,57%","19,45%","24,44%",10.11,12.70,5.09,6.39,0.37,-82.14,-0.49,13.31,1.10,0.30,"8,27%","7,80%","2,12%",5.02,6.31,2.48,0.18,0.80,0.98,"24,50%","9,79%",R$ 43.720.077.000,R$ 89.423.877.000,R$ 27.995.081.000,1.248.075.000,R$ 116.701.444.000,R$ 25.128.826.000,R$ 55.111.977.000,R$ 45.703.800.000,R$ 9.408.177.000,Novo Mercado,"100,00%","100,00%",R$ 176.814.000,Utilidade Pública,Energia Elétrica,"2,37%","-3,47%","0,74%","13,84%","64,46%","526,67%"
EQTL,2021,7.64,1.16,2.21,"3,18%","56,42%","15,24%","28,45%","20,57%","23,81%",7.49,8.67,4.89,5.66,0.46,3.24,-0.71,10.22,2.96,0.39,"28,96%","12,72%","6,97%",2.60,3.01,1.99,0.21,0.76,1.67,"25,37%","37,57%",R$ 43.720.077.000,R$ 89.423.877.000,R$ 27.995.081.000,1.248.075.000,R$ 116.701.444.000,R$ 25.128.826.000,R$ 55.111.977.000,R$ 45.703.800.000,R$ 9.408.177.000,Novo Mercado,"100,00%","100,00%",R$ 176.814.000,Utilidade Pública,Energia Elétrica,"2,37%","-3,47%","0,74%","13,84%","64,46%","526,67%"
EQTL,2020,9.72,1.62,2.76,"1,38%","13,42%","16,63%","33,46%","26,73%","30,53%",7.15,8.17,5.29,6.04,0.66,4.87,-0.98,8.38,2.38,0.41,"28,44%","13,71%","7,81%",1.86,2.13,1.70,0.24,0.72,1.68,"20,18%","29,14%",R$ 43.720.077.000,R$ 89.423.877.000,R$ 27.995.081.000,1.248.075.000,R$ 116.701.444.000,R$ 25.128.826.000,R$ 55.111.977.000,R$ 45.703.800.000,R$ 9.408.177.000,Novo Mercado,"100,00%","100,00%",R$ 176.814.000,Utilidade Pública,Energia Elétrica,"2,37%","-3,47%","0,74%","13,84%","64,46%","526,67%"
LIGT,Atual,1.00,0.16,0.42,-,-,"15,69%","16,48%","6,79%","13,25%",4.48,8.75,1.19,2.32,0.09,2.76,-0.12,15.00,6.23,0.57,"41,56%","4,36%","8,88%",3.29,6.43,1.72,0.21,0.79,1.15,"2,52%","27,40%",R$ 2.198.076.000,R$ 8.658.990.000,R$ 5.588.972.000,372.555.000,R$ 26.154.614.000,R$ 6.482.628.000,R$ 9.637.294.000,R$ 6.460.914.000,R$ 3.176.380.000,Novo Mercado,"99,81%","100,00%",R$ 7.956.000,Utilidade Pública,Energia Elétrica,"0,51%","-5,75%","0,00%","-11,41%","-61,40%","-41,92%"
LIGT,2024,0.98,0.10,0.29,"0,00%","0,00%","10,55%","13,63%","5,88%","11,77%",4.85,9.69,0.88,1.75,0.06,0.71,-0.08,14.01,4.15,0.58,"29,62%","5,41%","6,10%",3.97,7.94,1.90,0.21,0.79,1.42,"1,82%","3,09%",R$ 2.198.076.000,R$ 8.658.990.000,R$ 5.588.972.000,372.555.000,R$ 26.154.614.000,R$ 6.482.628.000,R$ 9.637.294.000,R$ 6.460.914.000,R$ 3.176.380.000,Novo Mercado,"99,81%","100,00%",R$ 7.956.000,Utilidade Pública,Energia Elétrica,"0,51%","-5,75%","0,00%","-11,41%","-61,40%","-41,92%"
LIGT,2023,11.68,0.21,0.96,"0,00%","0,00%","1,81%","20,12%","10,89%","16,47%",4.96,7.50,1.28,1.94,0.13,-0.29,-0.16,8.31,0.68,0.60,"8,24%","7,11%","1,08%",3.68,5.56,3.44,0.13,0.87,0.34,"3,35%","9,01%",R$ 2.198.076.000,R$ 8.658.990.000,R$ 5.588.972.000,372.555.000,R$ 26.154.614.000,R$ 6.482.628.000,R$ 9.637.294.000,R$ 6.460.914.000,R$ 3.176.380.000,Novo Mercado,"99,81%","100,00%",R$ 7.956.000,Utilidade Pública,Energia Elétrica,"0,51%","-5,75%","0,00%","-11,41%","-61,40%","-41,92%"
LIGT,2022,-0.30,0.13,0.61,"5,48%","-1,67%","-42,80%","14,95%","-14,41%","-8,90%",-8.76,-5.41,-1.46,-0.90,0.07,-1.98,-0.09,7.64,-15.23,0.55,"-199,39%","-16,44%","-23,53%",-7.29,-4.50,3.76,0.12,0.88,0.85,"3,21%",-%,R$ 2.198.076.000,R$ 8.658.990.000,R$ 5.588.972.000,372.555.000,R$ 26.154.614.000,R$ 6.482.628.000,R$ 9.637.294.000,R$ 6.460.914.000,R$ 3.176.380.000,Novo Mercado,"99,81%","100,00%",R$ 7.956.000,Utilidade Pública,Energia Elétrica,"0,51%","-5,75%","0,00%","-11,41%","-61,40%","-41,92%"
LIGT,2021,11.00,0.29,0.50,"3,75%","41,29%","2,67%","16,25%","7,67%","12,23%",8.52,13.58,2.40,3.83,0.15,1.66,-0.23,23.44,1.07,0.53,"4,56%","2,81%","1,41%",6.12,9.75,1.28,0.31,0.69,1.39,"9,08%",-%,R$ 2.198.076.000,R$ 8.658.990.000,R$ 5.588.972.000,372.555.000,R$ 26.154.614.000,R$ 6.482.628.000,R$ 9.637.294.000,R$ 6.460.914.000,R$ 3.176.380.000,Novo Mercado,"99,81%","100,00%",R$ 7.956.000,Utilidade Pública,Energia Elétrica,"0,51%","-5,75%","0,00%","-11,41%","-61,40%","-41,92%"
LIGT,2020,13.08,0.69,1.28,"0,00%","0,00%","5,29%","24,44%","13,62%","18,14%",7.90,10.52,3.82,5.08,0.34,11.96,-0.49,18.99,1.86,0.50,"9,78%","8,51%","2,62%",4.08,5.44,1.37,0.27,0.73,1.10,"4,19%","78,83%",R$ 2.198.076.000,R$ 8.658.990.000,R$ 5.588.972.000,372.555.000,R$ 26.154.614.000,R$ 6.482.628.000,R$ 9.637.294.000,R$ 6.460.914.000,R$ 3.176.380.000,Novo Mercado,"99,81%","100,00%",R$ 7.956.000,Utilidade Pública,Energia Elétrica,"0,51%","-5,75%","0,00%","-11,41%","-61,40%","-41,92%"
NEOE,Atual,7.56,0.65,0.93,"3,08%","23,29%","8,62%","27,16%","20,03%","25,94%",5.98,7.74,2.51,3.26,0.30,10.72,-0.37,29.02,3.56,0.45,"12,28%","11,41%","3,93%",3.46,4.49,1.44,0.32,0.68,1.17,"9,42%","8,42%",R$ 31.765.073.000,R$ 76.851.073.000,R$ 35.221.000.000,1.213.797.000,R$ 110.816.000.000,R$ 21.358.000.000,R$ 50.695.000.000,R$ 45.086.000.000,R$ 5.609.000.000,Novo Mercado,"16,07%","100,00%",R$ 27.435.000,Utilidade Pública,Energia Elétrica,"11,36%","8,36%","38,33%","46,09%","70,78%","0,00%"
NEOE,2024,6.31,0.47,0.70,"5,77%","27,71%","7,42%","26,73%","19,86%","25,72%",5.38,6.96,1.82,2.36,0.21,5.19,-0.27,26.89,2.99,0.45,"11,14%","10,21%","3,39%",3.55,4.60,1.61,0.30,0.70,1.22,"11,47%","9,94%",R$ 31.765.073.000,R$ 76.851.073.000,R$ 35.221.000.000,1.213.797.000,R$ 110.816.000.000,R$ 21.358.000.000,R$ 50.695.000.000,R$ 45.086.000.000,R$ 5.609.000.000,Novo Mercado,"16,07%","100,00%",R$ 27.435.000,Utilidade Pública,Energia Elétrica,"11,36%","8,36%","38,33%","46,09%","70,78%","0,00%"
NEOE,2023,5.81,0.58,0.87,"5,42%","31,48%","10,06%","26,43%","22,10%","27,99%",5.18,6.56,2.09,2.64,0.26,18.16,-0.34,24.61,3.68,0.45,"14,94%","12,37%","4,57%",3.09,3.91,1.54,0.30,0.70,1.07,"11,31%","23,22%",R$ 31.765.073.000,R$ 76.851.073.000,R$ 35.221.000.000,1.213.797.000,R$ 110.816.000.000,R$ 21.358.000.000,R$ 50.695.000.000,R$ 45.086.000.000,R$ 5.609.000.000,Novo Mercado,"16,07%","100,00%",R$ 27.435.000,Utilidade Pública,Energia Elétrica,"11,36%","8,36%","38,33%","46,09%","70,78%","0,00%"
NEOE,2022,3.97,0.44,0.70,"5,17%","21,50%","11,03%","29,14%","21,83%","27,56%",4.69,5.93,1.59,2.01,0.20,5.91,-0.27,22.03,3.89,0.46,"17,64%","12,22%","5,19%",3.10,3.92,1.63,0.29,0.71,1.17,"15,83%","60,35%",R$ 31.765.073.000,R$ 76.851.073.000,R$ 35.221.000.000,1.213.797.000,R$ 110.816.000.000,R$ 21.358.000.000,R$ 50.695.000.000,R$ 45.086.000.000,R$ 5.609.000.000,Novo Mercado,"16,07%","100,00%",R$ 27.435.000,Utilidade Pública,Energia Elétrica,"11,36%","8,36%","38,33%","46,09%","70,78%","0,00%"
NEOE,2021,5.01,0.46,0.82,"3,24%","16,26%","9,09%","25,26%","18,24%","22,91%",5.33,6.70,1.99,2.50,0.23,10.69,-0.31,19.68,3.23,0.50,"16,43%","10,16%","4,74%",3.34,4.20,1.62,0.28,0.72,1.09,"23,81%","62,91%",R$ 31.765.073.000,R$ 76.851.073.000,R$ 35.221.000.000,1.213.797.000,R$ 110.816.000.000,R$ 21.358.000.000,R$ 50.695.000.000,R$ 45.086.000.000,R$ 5.609.000.000,Novo Mercado,"16,07%","100,00%",R$ 27.435.000,Utilidade Pública,Energia Elétrica,"11,36%","8,36%","38,33%","46,09%","70,78%","0,00%"
NEOE,2020,7.61,0.67,1.01,"2,32%","18,28%","8,78%","23,05%","15,25%","20,00%",6.68,8.76,3.34,4.38,0.32,7.18,-0.42,17.44,2.31,0.48,"13,27%","8,28%","4,38%",3.33,4.37,1.25,0.32,0.68,1.25,"16,60%","50,84%",R$ 31.765.073.000,R$ 76.851.073.000,R$ 35.221.000.000,1.213.797.000,R$ 110.816.000.000,R$ 21.358.000.000,R$ 50.695.000.000,R$ 45.086.000.000,R$ 5.609.000.000,Novo Mercado,"16,07%","100,00%",R$ 27.435.000,Utilidade Pública,Energia Elétrica,"11,36%","8,36%","38,33%","46,09%","70,78%","0,00%"
SRNA,Atual,103.97,1.42,1.40,-,-,"1,37%","34,40%","24,27%","39,51%",8.66,14.09,3.60,5.86,0.38,46.59,-0.44,8.64,0.12,0.26,"1,35%","6,88%","0,37%",5.06,8.23,2.15,0.27,0.73,1.06,"37,02%","6,36%",R$ 7.510.130.000,R$ 18.085.336.000,R$ 5.382.919.000,622.730.000,R$ 20.046.325.000,R$ 3.074.956.000,R$ 11.584.036.000,R$ 10.575.206.000,R$ 1.008.830.000,Novo Mercado,"68,34%","100,00%",R$ 30.356.000,Utilidade Pública,Energia Elétrica,"2,55%","5,88%","30,66%","14,64%","0,00%","0,00%"
SRNA,2024,11.53,0.83,0.61,"0,00%","0,00%","7,20%","41,32%","37,56%","55,84%",6.12,9.10,1.49,2.21,0.17,-143.88,-0.20,9.05,0.48,0.20,"5,27%","7,00%","1,48%",4.63,6.89,2.15,0.28,0.72,0.99,"32,39%","55,58%",R$ 7.510.130.000,R$ 18.085.336.000,R$ 5.382.919.000,622.730.000,R$ 20.046.325.000,R$ 3.074.956.000,R$ 11.584.036.000,R$ 10.575.206.000,R$ 1.008.830.000,Novo Mercado,"68,34%","100,00%",R$ 30.356.000,Utilidade Pública,Energia Elétrica,"2,55%","5,88%","30,66%","14,64%","0,00%","0,00%"
SRNA,2023,101.20,2.09,1.22,"0,00%","0,00%","2,07%","33,66%","31,35%","46,89%",10.87,16.26,4.46,6.68,0.34,-3.03,-0.39,8.36,0.10,0.16,"1,21%","5,65%","0,33%",6.40,9.58,1.93,0.28,0.72,0.54,"32,56%","4,44%",R$ 7.510.130.000,R$ 18.085.336.000,R$ 5.382.919.000,622.730.000,R$ 20.046.325.000,R$ 3.074.956.000,R$ 11.584.036.000,R$ 10.575.206.000,R$ 1.008.830.000,Novo Mercado,"68,34%","100,00%",R$ 30.356.000,Utilidade Pública,Energia Elétrica,"2,55%","5,88%","30,66%","14,64%","0,00%","0,00%"
SRNA,2022,-542.49,2.45,1.16,"0,00%","0,00%","-0,45%","27,43%","24,27%","41,09%",12.99,21.98,5.97,10.11,0.35,-43.95,-0.43,8.27,-0.02,0.14,"-0,21%","4,04%","-0,05%",7.01,11.87,1.65,0.31,0.69,0.96,"34,87%",-%,R$ 7.510.130.000,R$ 18.085.336.000,R$ 5.382.919.000,622.730.000,R$ 20.046.325.000,R$ 3.074.956.000,R$ 11.584.036.000,R$ 10.575.206.000,R$ 1.008.830.000,Novo Mercado,"68,34%","100,00%",R$ 30.356.000,Utilidade Pública,Energia Elétrica,"2,55%","5,88%","30,66%","14,64%","0,00%","0,00%"
SRNA,2021,26.58,4.45,1.88,"0,00%","0,00%","16,75%","34,06%","67,54%","68,71%",10.25,10.43,6.48,6.59,0.74,11.41,-0.86,6.73,0.48,0.17,"7,08%","10,02%","2,79%",3.77,3.84,1.38,0.39,0.61,1.87,"55,45%","98,03%",R$ 7.510.130.000,R$ 18.085.336.000,R$ 5.382.919.000,622.730.000,R$ 20.046.325.000,R$ 3.074.956.000,R$ 11.584.036.000,R$ 10.575.206.000,R$ 1.008.830.000,Novo Mercado,"68,34%","100,00%",R$ 30.356.000,Utilidade Pública,Energia Elétrica,"2,55%","5,88%","30,66%","14,64%","0,00%","0,00%"
SRNA,2020,0.00,0.00,0.00,"0,00%","0,00%","4,99%","37,20%","47,77%","44,87%",12.25,11.50,0.00,0.00,0.00,0.00,0.00,6.10,0.09,0.10,"1,44%","4,81%","0,52%",12.25,11.50,1.59,0.36,0.64,2.16,"50,24%",-%,R$ 7.510.130.000,R$ 18.085.336.000,R$ 5.382.919.000,622.730.000,R$ 20.046.325.000,R$ 3.074.956.000,R$ 11.584.036.000,R$ 10.575.206.000,R$ 1.008.830.000,Novo Mercado,"68,34%","100,00%",R$ 30.356.000,Utilidade Pública,Energia Elétrica,"2,55%","5,88%","30,66%","14,64%","0,00%","0,00%"
AMBP,Atual,-91.58,3.24,21.50,-,-,"-3,54%","18,24%","17,36%","29,29%",14.07,23.75,11.08,18.70,1.39,5.07,-2.45,0.65,-0.15,0.43,"-23,47%","9,70%","-1,10%",3.00,5.06,10.10,0.06,0.87,2.72,"59,50%",-,R$ 22.266.681.000,R$ 28.623.091.000,R$ 1.093.325.000,1.670.418.000,R$ 16.918.392.000,R$ 7.328.510.000,R$ 11.041.297.000,R$ 6.356.410.000,R$ 4.684.887.000,Novo Mercado,"33,34%","100,00%",R$ 6.097.000,Utilidade Pública,Água e Saneamento,"-5,99%","-0,90%","71,56%","494,56%","386,68%","0,00%"
AMBP,2024,-75.49,3.39,13.34,"0,00%","0,00%","-4,49%","19,58%","18,28%","27,99%",14.85,22.75,12.10,18.52,1.48,5.30,-2.58,9.75,-1.72,0.44,"-17,67%","10,39%","-1,17%",2.76,4.22,5.42,0.11,0.81,2.91,-%,-%,R$ 22.266.681.000,R$ 28.623.091.000,R$ 1.093.325.000,1.670.418.000,R$ 16.918.392.000,R$ 7.328.510.000,R$ 11.041.297.000,R$ 6.356.410.000,R$ 4.684.887.000,Novo Mercado,"33,34%","100,00%",R$ 6.097.000,Utilidade Pública,Água e Saneamento,"-5,99%","-0,90%","71,56%","494,56%","386,68%","0,00%"
AMBP,2023,-47.79,0.56,1.56,"0,83%","-39,45%","-1,17%","23,76%","18,52%","27,01%",5.28,7.69,2.06,3.01,0.23,0.97,-0.40,10.43,-0.34,0.42,"-3,26%","8,18%","0,49%",3.21,4.68,4.09,0.15,0.78,2.37,-%,-%,R$ 22.266.681.000,R$ 28.623.091.000,R$ 1.093.325.000,1.670.418.000,R$ 16.918.392.000,R$ 7.328.510.000,R$ 11.041.297.000,R$ 6.356.410.000,R$ 4.684.887.000,Novo Mercado,"33,34%","100,00%",R$ 6.097.000,Utilidade Pública,Água e Saneamento,"-5,99%","-0,90%","71,56%","494,56%","386,68%","0,00%"
AMBP,2022,54.73,0.92,3.31,"1,45%","79,39%","1,68%","22,18%","34,75%","43,59%",6.41,8.04,2.11,2.65,0.35,1.36,-0.64,6.32,0.38,0.38,"6,04%","15,00%","1,10%",4.30,5.39,6.73,0.11,0.87,2.41,-%,-%,R$ 22.266.681.000,R$ 28.623.091.000,R$ 1.093.325.000,1.670.418.000,R$ 16.918.392.000,R$ 7.328.510.000,R$ 11.041.297.000,R$ 6.356.410.000,R$ 4.684.887.000,Novo Mercado,"33,34%","100,00%",R$ 6.097.000,Utilidade Pública,Água e Saneamento,"-5,99%","-0,90%","71,56%","494,56%","386,68%","0,00%"
AMBP,2021,49.53,3.73,10.85,"0,22%","10,92%","7,52%","21,74%","17,15%","24,30%",19.36,27.42,15.33,21.72,1.47,11.85,-2.12,3.94,0.86,0.39,"21,90%","8,27%","3,47%",4.03,5.70,4.05,0.14,0.73,1.67,-%,-%,R$ 22.266.681.000,R$ 28.623.091.000,R$ 1.093.325.000,1.670.418.000,R$ 16.918.392.000,R$ 7.328.510.000,R$ 11.041.297.000,R$ 6.356.410.000,R$ 4.684.887.000,Novo Mercado,"33,34%","100,00%",R$ 6.097.000,Utilidade Pública,Água e Saneamento,"-5,99%","-0,90%","71,56%","494,56%","386,68%","0,00%"
AMBP,2020,98.47,6.29,7.13,"0,00%","0,00%","6,39%","22,63%","18,40%","28,16%",20.39,31.20,22.34,34.18,2.68,6.30,-5.67,3.70,0.27,0.43,"7,25%","12,61%","3,01%",-1.95,-2.98,0.33,0.38,0.25,5.23,-%,-%,R$ 22.266.681.000,R$ 28.623.091.000,R$ 1.093.325.000,1.670.418.000,R$ 16.918.392.000,R$ 7.328.510.000,R$ 11.041.297.000,R$ 6.356.410.000,R$ 4.684.887.000,Novo Mercado,"33,34%","100,00%",R$ 6.097.000,Utilidade Pública,Água e Saneamento,"-5,99%","-0,90%","71,56%","494,56%","386,68%","0,00%"
CSMG,Atual,7.49,1.26,1.21,"6,23%","58,40%","16,78%","42,60%","24,63%","35,36%",5.58,8.00,3.55,5.10,0.61,10.41,-0.73,22.15,3.57,0.49,"16,13%","10,75%","8,19%",2.02,2.90,0.81,0.51,0.49,1.57,"8,66%","10,71%",R$ 10.000.655.000,R$ 15.787.537.000,R$ 8.421.329.000,380.253.000,R$ 16.581.863.000,R$ 2.683.796.000,R$ 6.819.843.000,R$ 5.786.882.000,R$ 1.032.961.000,Novo Mercado,"49,56%","100,00%",R$ 58.720.000,Utilidade Pública,Água e Saneamento,"0,69%","7,92%","19,20%","77,95%","173,02%","1.828,56%"
CSMG,2024,6.01,1.00,0.98,"13,31%","76,34%","16,72%","42,82%","25,32%","35,49%",4.73,6.62,2.83,3.97,0.51,10.80,-0.60,21.17,3.46,0.51,"16,36%","11,57%","8,49%",1.89,2.65,0.76,0.52,0.48,1.44,"8,84%","11,79%",R$ 10.000.655.000,R$ 15.787.537.000,R$ 8.421.329.000,380.253.000,R$ 16.581.863.000,R$ 2.683.796.000,R$ 6.819.843.000,R$ 5.786.882.000,R$ 1.032.961.000,Novo Mercado,"49,56%","100,00%",R$ 58.720.000,Utilidade Pública,Água e Saneamento,"0,69%","7,92%","19,20%","77,95%","173,02%","1.828,56%"
CSMG,2023,5.65,1.05,1.03,"14,13%","73,09%","18,63%","41,35%","24,16%","34,83%",4.46,6.43,3.02,4.35,0.55,14.64,-0.67,19.92,3.63,0.52,"18,21%","11,22%","9,72%",1.44,2.07,0.63,0.53,0.47,1.26,"9,34%","18,97%",R$ 10.000.655.000,R$ 15.787.537.000,R$ 8.421.329.000,380.253.000,R$ 16.581.863.000,R$ 2.683.796.000,R$ 6.819.843.000,R$ 5.786.882.000,R$ 1.032.961.000,Novo Mercado,"49,56%","100,00%",R$ 58.720.000,Utilidade Pública,Água e Saneamento,"0,69%","7,92%","19,20%","77,95%","173,02%","1.828,56%"
CSMG,2022,7.07,0.97,0.82,"2,45%","17,33%","13,65%","37,49%","20,27%","32,10%",4.53,7.17,3.01,4.76,0.45,11.64,-0.56,19.08,2.22,0.47,"11,63%","9,21%","6,39%",1.52,2.41,0.57,0.55,0.45,1.26,"7,38%","8,52%",R$ 10.000.655.000,R$ 15.787.537.000,R$ 8.421.329.000,380.253.000,R$ 16.581.863.000,R$ 2.683.796.000,R$ 6.819.843.000,R$ 5.786.882.000,R$ 1.032.961.000,Novo Mercado,"49,56%","100,00%",R$ 58.720.000,Utilidade Pública,Água e Saneamento,"0,69%","7,92%","19,20%","77,95%","173,02%","1.828,56%"
